#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
b_mehun;Mehun;;;;;;;;;x 
b_vierzon;Vierzon;;;;;;;;;x 
d_brittany;Brittany;;;;;;;;;x 
d_brittany_adj;Breton;;;;;;;;;x 
c_nantes_adj;Nantesian;;;;;;;;;x 
b_nantes;Nantes;;;;;;;;;x 
b_chateaubriant;Châteaubriant;;;;;;;;;x 
b_redon;Redon;;;;;;;;;x 
b_guerande;Guerande;;;;;;;;;x 
b_clisson;Clisson;;;;;;;;;x 
b_donges;Donges;;;;;;;;;x 
b_la_roche-bernard;La Roche-bernard;;;;;;;;;x 
b_st_nazaire;St. Nazaire;;;;;;;;;x 
c_vannes_adj;Vannesian;;;;;;;;;x 
b_vannes;Vannes;;;;;;;;;x 
b_josselin;Josselin;;;;;;;;;x 
b_st_gildas;St. Gildas;;;;;;;;;x 
b_locmine;Locmine;;;;;;;;;x 
b_hennebont;Hennebont;;;;;;;;;x 
b_pontivy;Pontivy;;;;;;;;;x 
b_auray;Auray;;;;;;;;;x 
b_ploermel;Ploermel;;;;;;;;;x 
c_cornouaille_adj;Cornouaillian;;;;;;;;;x 
b_quimper;Quimper;;;;;;;;;x 
b_carhaix;Carhaix;;;;;;;;;x 
b_quimperle;Quimperle;;;;;;;;;x 
b_landevennec;LandÉvennec;;;;;;;;;x 
b_corlay;Corlay;;;;;;;;;x 
b_huelgoat;Huelgoat;;;;;;;;;x 
b_langonnet;Langonnet;;;;;;;;;x 
b_lezergue;Lezergue;;;;;;;;;x 
c_french_leon_adj;Leonian;;;;;;;;;x 
b_brest;Brest;;;;;;;;;x 
b_guingamp;Guingamp;;;;;;;;;x 
b_st_pol_de_leon;St Pol de Leon;;;;;;;;;x 
b_treguier;Treguier;;;;;;;;;x 
b_morlaix;Morlaix;;;;;;;;;x 
b_roscoff;Roscoff;;;;;;;;;x 
b_plougonven;Plougonven;;;;;;;;;x 
b_plourivo;Plourivo;;;;;;;;;x 
c_penthievre_adj;Penthièvrian;;;;;;;;;x 
b_monkontour;Monkontour;;;;;;;;;x 
b_st_brieuc;St. Brieuc;;;;;;;;;x 
b_paimpol;Paimpol;;;;;;;;;x 
b_peran;Peran;;;;;;;;;x 
b_loudeac;Loudéac;;;;;;;;;x 
b_verdelet;Verdelet;;;;;;;;;x 
b_chatelaudren;Châtelaudren;;;;;;;;;x 
b_quintin;Quintin;;;;;;;;;x 
c_rennes_adj;Rennesian;;;;;;;;;x 
b_rennes;Rennes;;;;;;;;;x 
b_fougeres;Fougeres;;;;;;;;;x 
b_st_michel;St. Michel;;;;;;;;;x 
b_st_malo;St. Malo;;;;;;;;;x 
b_dol;Dol;;;;;;;;;x 
b_dinan;Dinan;;;;;;;;;x 
b_st_meen;St. Meen;;;;;;;;;x 
b_porhoet;Porhoet;;;;;;;;;x 
d_anjou;Anjou;;;;;;;;;x 
d_anjou_adj;Angevin;;;;;;;;;x 
c_anjou_adj;Angevin;;;;;;;;;x 
b_vihiers;Vihiers;;;;;;;;;x 
b_angers;Angers;;;;;;;;;x 
b_fontevraud;Fontevraud;;;;;;;;;x 
b_saumur;Saumur;;;;;;;;;x 
b_montsoreau;Montsoreau;;;;;;;;;x 
b_cholet;Cholet;;;;;;;;;x 
b_treves;Trèves;;;;;;;;;x 
b_chateaugontier;Château-Gontier;;;;;;;;;x 
c_vendome_adj;Vendomian;;;;;;;;;x 
b_lavardin;Lavardin;;;;;;;;;x 
b_vendome;Vendôme;;;;;;;;;x 
b_cloyes;Cloyes;;;;;;;;;x 
b_freteval;Fréteval;;;;;;;;;x 
b_chateaurenault;Château-Renault;;;;;;;;;x 
b_montoire;Montoire;;;;;;;;;x 
b_montmirail;Montmirail;;;;;;;;;x 
b_stavit;St Avit;;;;;;;;;x 
c_maine_adj;Mainian;;;;;;;;;x 
b_le_mans;Le Mans;;;;;;;;;x 
b_beaumont;Beaumont;;;;;;;;;x 
b_evron;Evron;;;;;;;;;x 
b_mayenne;Mayenne;;;;;;;;;x 
b_laval;Laval;;;;;;;;;x 
b_sable;Sable;;;;;;;;;x 
b_craon;Craon;;;;;;;;;x 
b_montenay;Montenay;;;;;;;;;x 
d_normandy;Normandy;;;;;;;;;x 
d_normandy_adj;Norman;;;;;;;;;x 
c_evreux_adj;Evreuxian;;;;;;;;;x 
b_evreux;Évreux;;;;;;;;;x 
b_falaise;Falaise;;;;;;;;;x 
b_lisieux;Lisieux;;;;;;;;;x 
b_alencon;Alençon;;;;;;;;;x 
b_argentan;Argentan;;;;;;;;;x 
b_sees;Sees;;;;;;;;;x 
b_verneuil;Verneuil;;;;;;;;;x 
b_honfleur;Honfleur;;;;;;;;;x 
c_avranches_adj;Avranchesian;;;;;;;;;x 
b_caen;Caen;;;;;;;;;x 
b_coutances;Coutances;;;;;;;;;x 
b_bayeux;Bayeux;;;;;;;;;x 
b_avranches;Avranches;;;;;;;;;x 
b_mortain;Mortain;;;;;;;;;x 
b_domfront;Domfront;;;;;;;;;x 
b_barfleur;Barfleur;;;;;;;;;x 
b_cherbourg;Cherbourg;;;;;;;;;x 
c_vexin_adj;Vexinian;;;;;;;;;x 
b_larocheguyon;La Roche-Guyon;;;;;;;;;x 
b_mantes;Mantes;;;;;;;;;x 
b_pontoise;Pontoise;;;;;;;;;x 
b_harcourt;Harcourt;;;;;;;;;x 
b_gisors;Gisors;;;;;;;;;x 
b_andely;Andely;;;;;;;;;x 
b_ivry;Ivry;;;;;;;;;x 
b_abbayedemortemer;Abbaye de Mortemer;;;;;;;;;x 
c_arques_adj;Arquesian;;;;;;;;;x 
b_fecamp;Fecamp;;;;;;;;;x 
b_rouen;Rouen;;;;;;;;;x 
b_lillebonne;Lillebonne;;;;;;;;;x 
b_harfleur;Harfleur;;;;;;;;;x 
b_arques;Arques;;;;;;;;;x 
b_dieppe;Dieppe;;;;;;;;;x 
b_jumieges;Jumieges;;;;;;;;;x 
b_longueville;Longueville;;;;;;;;;x 
c_eu_adj;Euian;;;;;;;;;x 
b_eu;Eu;;;;;;;;;x 
b_mortemer;Mortemer;;;;;;;;;x 
b_gournay;Gournay;;;;;;;;;x 
b_aumale;Aumale;;;;;;;;;x 
b_forges;Forges;;;;;;;;;x 
b_drincourt;Drincourt;;;;;;;;;x 
b_neufchatel-en-bray;Neufchatel-en-Bray;;;;;;;;;x 
b_serqueux;Serqueux;;;;;;;;;x 
d_orleans;Orleans;;;;;;;;;x 
d_orleans_adj;Orleanaise;;;;;;;;;x 
c_blois_adj;Bloisian;;;;;;;;;x 
b_beaugency;Beaugency;;;;;;;;;x 
b_blois;Blois;;;;;;;;;x 
b_staignan;St Aignan;;;;;;;;;x 
b_chaumontsurloire;Chaumont-sur-Loire;;;;;;;;;x 
b_montrichard;Montrichard;;;;;;;;;x 
b_fougeressurbievre;Fougères-sur-Bièvre;;;;;;;;;x 
b_romorantin;Romorantin;;;;;;;;;x 
b_stgeorgesdubois;St Georges du Bois;;;;;;;;;x 
c_orleans_adj;Orleanian;;;;;;;;;x 
b_gien;Gien;;;;;;;;;x 
b_orleans;Orléans;;;;;;;;;x 
b_fleury;Fleury;;;;;;;;;x 
b_lepuiset;Le Puiset;;;;;;;;;x 
b_sully;Sully;;;;;;;;;x 
b_meung;Meung;;;;;;;;;x 
b_janville;Janville;;;;;;;;;x 
b_jargeau;Jargeau;;;;;;;;;x 
c_chartres_adj;Chartresian;;;;;;;;;x 
b_chateaudun;Châteaudun;;;;;;;;;x 
b_chartres;Chartres;;;;;;;;;x 
b_dreux;Dreux;;;;;;;;;x 
b_nogent;Nogent;;;;;;;;;x 
b_gallardon;Gallardon;;;;;;;;;x 
b_epernon;Épernon;;;;;;;;;x 
b_bonneval;Bonneval;;;;;;;;;x 
b_tiron;Tiron;;;;;;;;;x 
c_sens_adj;Sensian;;;;;;;;;x 
b_montargis;Montargis;;;;;;;;;x 
b_sens;Sens;;;;;;;;;x 
b_nemours;Nemours;;;;;;;;;x 
b_chateaulandon;Château-Landon;;;;;;;;;x 
b_nogentsurseine;Nogent-sur-Seine;;;;;;;;;x 
b_joigny;Joigny;;;;;;;;;x 
b_montereau;Montereau;;;;;;;;;x 
b_villeneuveleroi;Villeneuve-le-Roi;;;;;;;;;x 
d_champagne;Champagne;;;;;;;;;x 
d_champagne_adj;Champagnan;;;;;;;;;x 
c_auxerre_adj;Auxerrian;;;;;;;;;x 
b_auxerre;Auxerre;;;;;;;;;x 
b_druyes;Druyes;;;;;;;;;x 
b_tonnerre;Tonnere;;;;;;;;;x 
b_pontigny;Pontigny;;;;;;;;;x 
b_cravant;Cravant;;;;;;;;;x 
b_crisenon;Crisenon;;;;;;;;;x 
b_stsauveurenpuisaye;St Sauveur-en-Puisaye;;;;;;;;;x 
b_mailly;Mailly;;;;;;;;;x 
c_troyes_adj;Troyesian;;;;;;;;;x 
b_brienne;Brienne;;;;;;;;;x 
b_troyes;Troyes;;;;;;;;;x 
b_langres;Langres;;;;;;;;;x 
b_chaumont;Chaumont;;;;;;;;;x 
b_clairvaux;Clairvaux;;;;;;;;;x 
b_rosnay;Rosnay;;;;;;;;;x 
b_joinville;Joinville;;;;;;;;;x 
b_chacenay;Chacenay;;;;;;;;;x 
c_reims_adj;Reimsian;;;;;;;;;x 
b_reims;Reims;;;;;;;;;x 
b_chateauthierry;Château-Thierry;;;;;;;;;x 
b_provins;Provins;;;;;;;;;x 
b_chalons;Châlons;;;;;;;;;x 
b_chatillon;Châtillon;;;;;;;;;x 
b_vertus;Vertus;;;;;;;;;x 
b_epernay;Épernay;;;;;;;;;x 
b_roucy;Roucy;;;;;;;;;x 
d_valois;Valois;;;;;;;;;x 
c_ile_de_france_adj;Ile de Francian;;;;;;;;;x 
b_paris;Paris;;;;;;;;;x 
b_melun;Melun;;;;;;;;;x 
b_stdenis;St Denis;;;;;;;;;x 
b_meaux;Meaux;;;;;;;;;x 
b_etampes;Étampes;;;;;;;;;x 
b_montfortlamaury;Montfort-l'Amaury;;;;;;;;;x 
b_senlis;Senlis;;;;;;;;;x 
b_compiegne;Compiègne;;;;;;;;;x 
c_vermandois_adj;Vermandoisian;;;;;;;;;x 
b_coucy;Coucy;;;;;;;;;x 
b_stquentin;St Quentin;;;;;;;;;x 
b_laon;Laon;;;;;;;;;x 
b_crepy;Crépy;;;;;;;;;x 
b_montaigu;Montaigu;;;;;;;;;x 
b_rethel;Rethel;;;;;;;;;x 
b_guise;Guise;;;;;;;;;x 
b_signy;Signy;;;;;;;;;x 
c_amiens_adj;Amienian;;;;;;;;;x 
b_peronne;Péronne;;;;;;;;;x 
b_amiens;Amiens;;;;;;;;;x 
b_beauvais;Beauvais;;;;;;;;;x 
b_soissons;Soissons;;;;;;;;;x 
b_corbie;Corbie;;;;;;;;;x 
b_noyon;Noyon;;;;;;;;;x 
b_montdidier;Montdidier;;;;;;;;;x 
b_breteuil;Breteuil;;;;;;;;;x 
d_flanders;Flanders;;;;;;;;;x 
d_flanders_adj;Flemish;;;;;;;;;x 
b_arras;Arras;;;;;;;;;x 
b_terwaan;Terwaan;;;;;;;;;x 
b_bethune;Bethune;;;;;;;;;x 
b_lens;Lens;;;;;;;;;x 
b_lille;Lille;;;;;;;;;x 
b_bouvines;Bouvines;;;;;;;;;x 
b_beaumetz;Beaumetz;;;;;;;;;x 
b_bapaume;Bapaume;;;;;;;;;x 
c_boulogne_adj;Boulognian;;;;;;;;;x 
b_boulogne;Boulogne;;;;;;;;;x 
b_montreuil;Montreuil;;;;;;;;;x 
b_saintpol;Saint-Pol;;;;;;;;;x 
b_hesdin;Hesdin;;;;;;;;;x 
b_fauquembergues;Fauquembergues;;;;;;;;;x 
b_ternouis;Ternouis;;;;;;;;;x 
b_therouanne;Therouanne;;;;;;;;;x 
b_ardres;Ardres;;;;;;;;;x 
c_guines_adj;Guinesian;;;;;;;;;x 
b_guines;Guines;;;;;;;;;x 
b_saintomer;Saint-Omer;;;;;;;;;x 
b_calais;Calais;;;;;;;;;x 
b_dunkerque;Dunkerque;;;;;;;;;x 
b_bourbourg;Bourbourg;;;;;;;;;x 
b_marck;Marck;;;;;;;;;x 
b_gravelines;Gravelines;;;;;;;;;x 
b_coulogne;Coulogne;;;;;;;;;x 
c_yperen_adj;Yperenian;;;;;;;;;x 
b_ypres;Ypres;;;;;;;;;x 
b_rosebeke;Rosebeke;;;;;;;;;x 
b_cassel;Cassel;;;;;;;;;x 
b_roeselare;Roeselare;;;;;;;;;x 
b_poperinge;Poperinge;;;;;;;;;x 
b_menen;Menen;;;;;;;;;x 
b_diksmuide;Diksmuide;;;;;;;;;x 
b_wervik;Wervik;;;;;;;;;x 
c_brugge_adj;Bruggian;;;;;;;;;x 
b_brugge;Brugge;;;;;;;;;x 
b_damme;Damme;;;;;;;;;x 
b_sluys;Sluys;;;;;;;;;x 
b_oostende;Oostende;;;;;;;;;x 
b_male;Male;;;;;;;;;x 
b_nieuwpoort;Nieuwpoort;;;;;;;;;x 
b_torhout;Torhout;;;;;;;;;x 
b_aardenburg;Aardenburg;;;;;;;;;x 
c_gent_adj;Gentian;;;;;;;;;x 
b_gent;Gent;;;;;;;;;x 
b_doornik;Doornik;;;;;;;;;x 
b_oudenaarde;Oudenaarde;;;;;;;;;x 
b_aalst;Aalst;;;;;;;;;x 
b_st_niklaas;St. Niklaas;;;;;;;;;x 
b_dendermonde;Dendermonde;;;;;;;;;x 
b_kortrijk;Kortrijk;;;;;;;;;x 
b_geraardsbergen;Geraardsbergen;;;;;;;;;x 
k_aragon;Aragon;;;;;;;;;x 
k_aragon_adj;Aragonian;;;;;;;;;x 
d_navarra;Navarra;;;;;;;;;x 
d_navarra_adj;Navarran;;;;;;;;;x 
c_navarra_adj;Navarran;;;;;;;;;x 
b_haro;Haro;;;;;;;;;x 
b_leyre;Leyre;;;;;;;;;x 
b_tudela;Tudela;;;;;;;;;x 
b_santodomingodelacalzada;Santo Domingo de la Calzada;;;;;;;;;x 
b_olite;Olite;;;;;;;;;x 
b_carcastillo;Carcastillo;;;;;;;;;x 
b_sanguesa;Sangüesa;;;;;;;;;x 
b_estella;Estella;;;;;;;;;x 
c_najera_adj;Nájeran;;;;;;;;;x 
b_pamplona;Pamplona;;;;;;;;;x 
b_logrone;Logroño;;;;;;;;;x 
b_calahorra;Calahorra;;;;;;;;;x 
b_najera;Nájera;;;;;;;;;x 
b_arnedo;Arnedo;;;;;;;;;x 
b_alfara;Alfara;;;;;;;;;x 
b_zizurmayor;Zizur Mayor;;;;;;;;;x 
b_tafalla;Tafalla;;;;;;;;;x 
d_aragon;Aragon;;;;;;;;;x 
d_aragon_adj;Aragonese;;;;;;;;;x 
c_albarracin_adj;Albarracinian;;;;;;;;;x 
b_albarracin;Albarracin;;;;;;;;;x 
b_teruel;Teruel;;;;;;;;;x 
b_hijar;Híjar;;;;;;;;;x 
b_utrillas;Utrillas;;;;;;;;;x 
b_calanda;Calanda;;;;;;;;;x 
b_montalban;Montalbán;;;;;;;;;x 
b_alcaniz;Alcañiz;;;;;;;;;x 
b_calamocha;Calamocha;;;;;;;;;x 
c_alto_aragon_adj;Alto Aragónian;;;;;;;;;x 
b_jaca;Jaca;;;;;;;;;x 
b_huesca;Huesca;;;;;;;;;x 
b_barbastro;Barbastro;;;;;;;;;x 
b_loarre;Loarre;;;;;;;;;x 
b_ayerbe;Ayerbe;;;;;;;;;x 
b_almudevar;Almudévar;;;;;;;;;x 
b_uncastillo;Uncastillo;;;;;;;;;x 
b_alquezar;Alquézar;;;;;;;;;x 
c_zaragoza_adj;Zaragozan;;;;;;;;;x 
b_alagon;Alagón;;;;;;;;;x 
b_zaragoza;Zaragoza;;;;;;;;;x 
b_veruela;Veruela;;;;;;;;;x 
b_caspe;Caspe;;;;;;;;;x 
b_borja;Borja;;;;;;;;;x 
b_medianadearagon;Mediana de Aragón;;;;;;;;;x 
b_ejea;Ejea;;;;;;;;;x 
b_epila;Épila;;;;;;;;;x 
c_calatayud_adj;Calatayudian;;;;;;;;;x 
b_calatayud;Calatayud;;;;;;;;;x 
b_piedra;Piedra;;;;;;;;;x 
b_alhamadearagon;Alhama de Aragón;;;;;;;;;x 
b_nuevalos;Nuévalos;;;;;;;;;x 
b_daroca;Daroca;;;;;;;;;x 
b_munebrega;Munébrega;;;;;;;;;x 
b_calmarza;Calmarza;;;;;;;;;x 
b_cimballa;Cimballa;;;;;;;;;x 
d_barcelona;Barcelona;;;;;;;;;x 
d_barcelona_adj;Barcelonian;;;;;;;;;x 
c_barcelona_adj;Barcelonian;;;;;;;;;x 
b_berga;Berga;;;;;;;;;x 
b_barcelona;Barcelona;;;;;;;;;x 
b_vic;Vic;;;;;;;;;x 
b_manresa;Manresa;;;;;;;;;x 
b_osona;Osona;;;;;;;;;x 
b_igualada;Igualada;;;;;;;;;x 
b_vallparadis;Vallparadís;;;;;;;;;x 
b_provencana;Provençana;;;;;;;;;x 
c_urgell_adj;Urgellian;;;;;;;;;x 
b_pallars;Pallars;;;;;;;;;x 
b_urgell;Urgell;;;;;;;;;x 
b_suert;Suert;;;;;;;;;x 
b_viella;Viella;;;;;;;;;x 
b_puigcerda;Puigcerdà;;;;;;;;;x 
b_valledebohi;Vall de Boí;;;;;;;;;x 
b_elpuidesegur;El Pui de Segur;;;;;;;;;x 
b_tremp;Tremp;;;;;;;;;x 
c_rosello_adj;Rosellian;;;;;;;;;x 
b_cotlliure;Cotlliure;;;;;;;;;x 
b_perpinya;Perpinyà;;;;;;;;;x 
b_elna;Elna;;;;;;;;;x 
b_cuixa;Cuixà;;;;;;;;;x 
b_prada;Prada;;;;;;;;;x 
b_oltrera;Oltrera;;;;;;;;;x 
b_canigo;Canigó;;;;;;;;;x 
b_ceret;Ceret;;;;;;;;;x 
c_empuries_adj;Empuriesian;;;;;;;;;x 
b_empuries;Empúries;;;;;;;;;x 
b_labisbaldemporda;La Bisbal d'Empordà;;;;;;;;;x 
b_girona;Girona;;;;;;;;;x 
b_figueras;Figueres;;;;;;;;;x 
b_cerdana;Cerdanya;;;;;;;;;x 
b_besalu;Besalú;;;;;;;;;x 
b_banyoles;Banyoles;;;;;;;;;x 
b_castelldaro;Castell d'Aro;;;;;;;;;x 
c_lleida_adj;Lleidan;;;;;;;;;x 
b_lleida;Lleida;;;;;;;;;x 
b_cervera;Cervera;;;;;;;;;x 
b_solsona;Solsona;;;;;;;;;x 
b_agramunt;Agramunt;;;;;;;;;x 
b_tarrega;Tàrrega;;;;;;;;;x 
b_balaguer;Balaguer;;;;;;;;;x 
b_borgesblanques;Les Borges Blanques;;;;;;;;;x 
b_verdu;Verdú;;;;;;;;;x 
c_tarragona_adj;Tarragonan;;;;;;;;;x 
b_tarragona;Tarragona;;;;;;;;;x 
b_spantortosa;Tortosa;;;;;;;;;x 
b_cambrils;Cambrils;;;;;;;;;x 
b_reus;Reus;;;;;;;;;x 
b_montblanc;Montblanc;;;;;;;;;x 
b_vendrell;Vendrell;;;;;;;;;x 
b_amposta;Amposta;;;;;;;;;x 
b_sancugat;Sant Cugat;;;;;;;;;x 
d_valencia;València;;;;;;;;;x 
d_valencia_adj;Valencian;;;;;;;;;x 
c_castellon_adj;Castellonian;;;;;;;;;x 
b_castellon;Castelló;;;;;;;;;x 
b_alpuente;Alpuente;;;;;;;;;x 
b_nules;Nules;;;;;;;;;x 
b_vinaros;Vinaròs;;;;;;;;;x 
b_morella;Morella;;;;;;;;;x 
b_vilarreal;Vila-Real;;;;;;;;;x 
b_burriana;Burriana;;;;;;;;;x 
b_alcalaten;Alcalatén;;;;;;;;;x 
c_valencia_adj;Valèncian;;;;;;;;;x 
b_gandia;Gandia;;;;;;;;;x 
b_valencia;València;;;;;;;;;x 
b_jativa;Xàtiva;;;;;;;;;x 
b_cuartdepoblet;Quart de Poblet;;;;;;;;;x 
b_alberique;Alberic;;;;;;;;;x 
b_alacuas;Alacuàs;;;;;;;;;x 
b_torrent;Torrent;;;;;;;;;x 
b_chiva;Chiva;;;;;;;;;x 
c_denia_adj;Dénian;;;;;;;;;x 
b_denia;Dénia;;;;;;;;;x 
b_alicante;Alacant;;;;;;;;;x 
b_elche;Elx;;;;;;;;;x 
b_villena;Villena;;;;;;;;;x 
b_orihuela;Orihuela;;;;;;;;;x 
b_castalla;Castalla;;;;;;;;;x 
b_albatera;Albatera;;;;;;;;;x 
b_benissa;Benissa;;;;;;;;;x 
d_mallorca;Mallorca;;;;;;;;;x 
d_mallorca_adj;Mallorcan;;;;;;;;;x 
c_mallorca_adj;Mallorcan;;;;;;;;;x 
b_alcudia;Alcúdia;;;;;;;;;x 
b_palma;Palma;;;;;;;;;x 
b_algaida;Algaida;;;;;;;;;x 
b_felanitx;Felanitx;;;;;;;;;x 
b_santaponsa;Santa Ponsa;;;;;;;;;x 
b_eivissa;Eivissa;;;;;;;;;x 
b_manacor;Manacor;;;;;;;;;x 
b_formentera;Formentera;;;;;;;;;x 
c_menorca_adj;Menorcan;;;;;;;;;x 
b_ciutadella;Ciutadella;;;;;;;;;x 
b_mahon;Maó;;;;;;;;;x 
b_alaior;Alaior;;;;;;;;;x 
b_santaagueda;Santa Àgueda;;;;;;;;;x 
b_esmercadal;Es Mercadal;;;;;;;;;x 
b_santlluis;Sant Lluís;;;;;;;;;x 
b_ferreries;Ferreries;;;;;;;;;x 
b_escastell;Es Castell;;;;;;;;;x 
k_castille;Castille;;;;;;;;;x 
k_castille_adj;Castilian;;;;;;;;;x 
d_castilla;Castille;;;;;;;;;x 
d_castilla_adj;Castilian;;;;;;;;;x 
c_viscaya_adj;Viscayan;;;;;;;;;x 
b_irun;Irún;;;;;;;;;x 
b_sansebastian;San Sebastián;;;;;;;;;x 
b_eibar;Eibar;;;;;;;;;x 
b_onate;Oñate;;;;;;;;;x 
b_tolosa;Tolosa;;;;;;;;;x 
b_bilbao;Bilbao;;;;;;;;;x 
b_vitoria;Vitoria;;;;;;;;;x 
b_guernica;Guernica;;;;;;;;;x 
c_burgos_adj;Burgosian;;;;;;;;;x 
b_aguilardecampo;Aguilar de Campo;;;;;;;;;x 
b_burgos;Burgos;;;;;;;;;x 
b_palencia;Palencia;;;;;;;;;x 
b_silos;Silos;;;;;;;;;x 
b_castrobarte;Castrobarte;;;;;;;;;x 
b_mirandadeebro;Miranda de Ebro;;;;;;;;;x 
b_arandadeduero;Aranda de Duero;;;;;;;;;x 
b_carrion;Carrión;;;;;;;;;x 
c_valladolid_adj;Valladolidan;;;;;;;;;x 
b_valladolid;Valladolid;;;;;;;;;x 
b_tordesillas;Tordesillas;;;;;;;;;x 
b_segovia;Segovia;;;;;;;;;x 
b_medinadelcampo;Medina del Campo;;;;;;;;;x 
b_simancas;Simancas;;;;;;;;;x 
b_penafiel;Peñafiel;;;;;;;;;x 
b_iscar;Iscar;;;;;;;;;x 
b_avila;Avila;;;;;;;;;x 
c_soria_adj;Sorian;;;;;;;;;x 
b_soria;Soria;;;;;;;;;x 
b_osma;Osma;;;;;;;;;x 
b_almazan;Almazán;;;;;;;;;x 
b_gormaz;Gormaz;;;;;;;;;x 
b_castromoro;Castromoro;;;;;;;;;x 
b_medinacelli;Medinacelli;;;;;;;;;x 
b_sanleonardodeyague;San Leonardo de Yagüe;;;;;;;;;x 
b_covaleda;Covaleda;;;;;;;;;x 
d_toledo;Toledo;;;;;;;;;x 
d_toledo_adj;Toledan;;;;;;;;;x 
c_toledo_adj;Toledan;;;;;;;;;x 
b_madrid;Madrid;;;;;;;;;x 
b_toledo;Toledo;;;;;;;;;x 
b_orgaz;Orgaz;;;;;;;;;x 
b_tolemora;Mora;;;;;;;;;x 
b_talavera;Talavera;;;;;;;;;x 
b_consuegra;Consuegra;;;;;;;;;x 
b_fuensalida;Fuensalida;;;;;;;;;x 
b_illescas;Illescas;;;;;;;;;x 
c_molina_adj;Molinan;;;;;;;;;x 
b_olmeda;Olmeda;;;;;;;;;x 
b_molina;Molina;;;;;;;;;x 
b_hinojosa;Hinojosa;;;;;;;;;x 
b_pinilla;Pinilla;;;;;;;;;x 
b_cabanillasdelcampo;Cabanillas del Campo;;;;;;;;;x 
b_elpedregal;El Pedregal;;;;;;;;;x 
b_elcasar;El Casar;;;;;;;;;x 
b_maranchon;Maranchón;;;;;;;;;x 
c_cuenca_adj;Cuencan;;;;;;;;;x 
b_cuenca;Cuenca;;;;;;;;;x 
b_guadalajara;Guadalajara;;;;;;;;;x 
b_siguenza;Sigüenza;;;;;;;;;x 
b_pastrana;Pastrana;;;;;;;;;x 
b_villanuevadelajara;Villanueva de la Jara;;;;;;;;;x 
b_tarancon;Tarancon;;;;;;;;;x 
b_azuqueca;Azuqueca;;;;;;;;;x 
b_motadelcuervo;Mota del Cuervo;;;;;;;;;x 
d_cordoba;Cordoba;;;;;;;;;x 
d_cordoba_adj;Cordoban;;;;;;;;;x 
c_cordoba_adj;Cordoban;;;;;;;;;x 
b_cordoba;Cordoba;;;;;;;;;x 
b_alcolea;Alcolea;;;;;;;;;x 
b_cabra;Cabra;;;;;;;;;x 
b_andujar;Andújar;;;;;;;;;x 
b_lucena;Lucena;;;;;;;;;x 
b_martos;Martós;;;;;;;;;x 
b_belalcazar;Belalcázar;;;;;;;;;x 
b_canetedelastorres;Cañete de las Torres;;;;;;;;;x 
c_la_mancha_adj;La Manchan;;;;;;;;;x 
b_alarcon;Alarcón;;;;;;;;;x 
b_laroda;La Roda;;;;;;;;;x 
b_tarazona;Tarazona;;;;;;;;;x 
b_quintanardelrey;Quintanar del Rey;;;;;;;;;x 
b_lagineta;La Gineta;;;;;;;;;x 
b_barrax;Barrax;;;;;;;;;x 
b_munera;Munera;;;;;;;;;x 
b_jorquera;Jorquera;;;;;;;;;x 
c_calatrava_adj;Calatravan;;;;;;;;;x 
b_calatrava;Calatrava;;;;;;;;;x 
b_villareal;Villa Real;;;;;;;;;x 
b_caracuel;Caracuel;;;;;;;;;x 
b_alcazardesanjuan;Alcázar de San Juan;;;;;;;;;x 
b_alarcos;Alarcos;;;;;;;;;x 
b_medellin;Medellin;;;;;;;;;x 
b_almadeo;Almadeo;;;;;;;;;x 
b_almodovardelcampo;Almodovar-del-Campo;;;;;;;;;x 
d_murcia;Murcia;;;;;;;;;x 
d_murcia_adj;Murcian;;;;;;;;;x 
c_almansa_adj;Almansan;;;;;;;;;x 
b_almansa;Almansa;;;;;;;;;x 
b_albacete;Albacete;;;;;;;;;x 
b_hellin;Hellín;;;;;;;;;x 
b_caudete;Caudete;;;;;;;;;x 
b_villarrobledo;Villarrobledo;;;;;;;;;x 
b_alcaladeljucar;Alcalá del Júcar;;;;;;;;;x 
b_pozocanada;Pozo Cañada;;;;;;;;;x 
b_tobarra;Tobarra;;;;;;;;;x 
c_murcia_adj;Murcian;;;;;;;;;x 
b_murcia;Murcia;;;;;;;;;x 
b_cartagena;Cartagena;;;;;;;;;x 
b_lorca;Lorca;;;;;;;;;x 
b_alcantarilla;Alcantarilla;;;;;;;;;x 
b_medinasiyasa;Medina Siyâsa;;;;;;;;;x 
b_molinalaseca;Molina la Seca;;;;;;;;;x 
b_yecla;Yecla;;;;;;;;;x 
b_nogalte;Nogalte;;;;;;;;;x 
d_granada;Granada;;;;;;;;;x 
d_granada_adj;Granadan;;;;;;;;;x 
c_granada_adj;Granadan;;;;;;;;;x 
b_jaen;Jaén;;;;;;;;;x 
b_granada;Granada;;;;;;;;;x 
b_elvira;Elvira;;;;;;;;;x 
b_baeza;Baeza;;;;;;;;;x 
b_moclin;Moclin;;;;;;;;;x 
b_iznajar;Iznájar;;;;;;;;;x 
b_guadix;Guadíx;;;;;;;;;x 
b_huelma;Huelma;;;;;;;;;x 
c_almeria_adj;Almerian;;;;;;;;;x 
b_pechina;Pechina;;;;;;;;;x 
